ID,Plant Name,Latin Name,Water Level,Sunlight Level
6346,Trailing red currant,Ribes procumbens,M,SN
6347,Tea Rose,Rosa x odorata,M,SN
6348,"Thimbleberry, Purpleflowering raspberry",Rubus odoratus,M,SN
6349,"Trailing Wild Raspberry, Strawberryleaf raspberry",Rubus pedatus,M,SN
6350,thicket dewberry,Rubus permixtus,M,SN
6351,Tumbleweed. Slender Russian Thistle,Salsola collina,DM,N
6352,Thistle Sage,Salvia carduacea,DM,N
6353,Turkey Pea,Sanicula tuberosa,M,SN
6354,"Yasi, Fijian Sandalwood, Brown Sandalwood",Santalum yasi,DM,N
6355,"Vegetable Tallow, Chinese tallow, Popcorn Tree, Chinese Tallow Tree",Sapium sebiferum,M,N
6356,"Tumbling Ted. Rock Soapwort, Rock soapwort",Saponaria ocymoides,DM,N
6357,Thyme-Leaved Savory,Satureja thymbra,M,SN
6358,Teke-Saghyz,Scorzonera acanthoclada,DM,N
6359,Tau-Saghyz,Scorzonera tau-saghyz,DM,N
6360,"Coastal Redwood, Redwood, California Redwood, Coast Redwood",Sequoia sempervirens,M,SN
6361,"Taengwood Balau, teng",Shorea obtusa,DM,N
6362,tufuling,Smilax glabra,M,SN
6363,Townsend's Cord Grass,Spartina x townsendii,MWe,SN
6364,"Thunberg's meadowsweet, Thunberg Spirea",Spiraea thunbergii,M,SN
6365,Tuberous comfrey,Symphytum tuberosum,M,SN
6366,Tachia,Tachia guianensis,M,N
6367,Tamarind,Tamarindus indica,DM,N
6368,"Tamarisk, Canary Island tamarisk",Tamarix canariensis,DM,N
6369,"Chinese Tamarisk, Five-stamen tamarisk",Tamarix chinensis,DM,N
6370,"Tamarisk, Saltcedar",Tamarix ramosissima,DM,N
6371,"Tansy, Common tansy, Golden Buttons, Curly Leaf Tansy",Tanacetum vulgare,DM,N
6372,,Taraxacum brassicifolium,M,SN
6373,,Taraxacum magellanicum,M,SN
6374,,Taraxacum pseudoalbidum,M,SN
6375,,Taraxacum tibetanum,M,SN
6376,"Camphor Bush, Wild Camphor Bush",Tarchonanthus camphoratus,DMWe,SN
6377,,Terminalia sambesiaca,DM,N
6378,,Ternstroemia japonica,M,S
6379,"Wall Germander, Germander",Teucrium chamaedrys,DM,SN
6380,,Thalictrum simplex galioides,M,SN
6381,"Woodland parsnip, Thaspium",Thaspium trifoliatum,DM,SN
6382,,Theobroma glaucum,M,S
6383,,Thermopsis lupinoides,DM,N
6384,"Western Red Cedar,  Giant Arborvitae, Giant Cedar, Incense Cedar,  Western Red Cedar",Thuja plicata,MWe,SN
6385,Wild Thyme,Thymus praecox arcticus,DM,N
6386,Woolly Thyme,Thymus pseudolanuginosus,DM,N
6387,,Thymus quinquecostatus,DM,N
6388,Wild Thyme,Thymus serpyllum,DM,N
6389,,Thymus zygis,DM,N
6390,Twining Fringed Lily,Thysanotus patersonii,DM,N
6391,Tiger Flower,Tigridia pavonia,DM,N
6392,Carolina Basswood,Tilia caroliniana,M,SN
6393,"White Basswood, American basswood",Tilia heterophylla,M,SN
6394,,Tilia oliveri,M,SN
6395,"Youth On Age, Mother-of-Thousands Plant, Youth on Age Plant, Pickaback Plant",Tolmiea menziesii,DM,FS
6396,"Upright Hedge Parsley, Erect hedgeparsley",Torilis japonica,DM,SN
6397,California Nutmeg,Torreya californica,M,FSN
6398,"Chusan Palm, Chinese windmill palm, Windmill Palm",Trachycarpus fortunei,M,SN
6399,,Tragopogon cupani,M,N
6400,Yellow Salsify,Tragopogon dubius,M,N
6401,Cape Mahogany,Trichilia dregeana,M,SN
6402,Chinese Cucumber,Trichosanthes kirilowii,M,N
6403,,Trichosanthes kirilowii japonica,M,N
6404,"Toad Lily, Japanese Toad Lily",Tricyrtis hirta,M,SN
6405,,Tricyrtis latifolia,M,SN
6406,,Tricyrtis macropoda,M,SN
6407,,Trifolium fucatum virescens,M,N
6408,Crimson Clover,Trifolium incarnatum,M,N
6409,Clammy Clover,Trifolium obtusiflorum,M,N
6410,"White Clover, Dutch Clover, Purple Dutch Clover, Shamrock,  White Clover",Trifolium repens,M,N
6411,Tomcat Clover,Trifolium tridentatum,M,N
6412,,Trigonotis radicans,M,SN
6413,Toadshade,Trillium sessile,M,FSN
6414,,Tripterygium wilfordii,M,SN
6415,Triticale,Triticosecale spp,DM,N
6416,,Triticum georgicum,M,N
6417,Wild Einkorn,Triticum monococcum aegilopoides,M,N
6418,,Tritonia crocata,M,N
6419,,Tropaeolum leptophyllum,M,N
6420,Western Hemlock,Tsuga heterophylla,M,FSN
6421,,Tulipa clusiana stellata,M,N
6422,,Tulipa edulis,M,N
6423,"Tulip, Didier's tulip",Tulipa gesneriana,M,N
6424,,Tulipa montana,M,N
6425,wild tulip,Tulipa sylvestris,M,SN
6426,Tobacco Root,Valeriana ciliata,M,N
6427,Tobacco Root,Valeriana obovata,M,N
6428,White Dammar,Vateria indica,M,FSN
6429,"Tea-Leaf Viburnum, Tea viburnum",Viburnum setigerum,M,SN
6430,"Tufted Vetch, Bird vetch, Cow vetch",Vicia cracca,M,SN
6431,Tick Bean,Vicia faba minuta,M,SN
6432,"Twoflower Violet, Arctic yellow violet,  Carlott's violet",Viola biflora,M,S
6433,"Twisted-Leaf Yucca,  Texas yucca",Yucca rupicola,DM,SN
6434,"Upland Bent, Upland bentgrass",Agrostis perennans,DM,SN
6435,"Umbrella Leaf, American umbrellaleaf",Diphylleia cymosa,M,S
6436,Umbrella Leaf,Diphylleia sinensis,M,S
6437,,Disporum viridescens,M,FS
6438,Ulmo,Eucryphia cordifolia,M,SN
6439,Utah Honeysuckle,Lonicera utahensis,M,N
6440,Wild Rhea,Oreocnide integrifolia,MWe,FS
6441,"Yaya, lancewood",Oxandra laurifolia,M,N
6442,Upland dewberry,Rubus invisus,M,SN
6443,upland blackberry,Rubus pergratus,M,SN
6444,undergreen willow,Salix commutata,MWe,SN
6445,"Umbrella Pine, Japanese Umbrella Pine",Sciadopitys verticillata,MWe,SN
6446,Wild Loquat,Uapaca kirkiana,M,SN
6447,"Wych Elm,  Table-top Scotch Elm, Scotch  Elm",Ulmus glabra,M,SN
6448,"Chinese Elm, Lacebark Elm",Ulmus parvifolia,M,SN
6449,Slippery Elm,Ulmus rubra,M,SN
6450,Cherry Bark Elm,Ulmus villosa,M,SN
6451,"Sea Squill, Red squill",Urginea maritima,DM,N
6452,"Stinging Nettle, California nettle",Urtica californica,M,SN
6453,"Stinging Nettle, California nettle",Urtica dioica,M,SN
6454,Stinging Nettle,Urtica gracilis,M,SN
6455,Stinging Nettle,Urtica lyallii,M,SN
6456,"Stinging Nettle, California nettle",Urtica procera,M,SN
6457,upland highbush blueberry,Vaccinium simulatum,M,SN
6458,"Veitch Fir, Christmastree",Abies veitchii,M,FSN
6459,Vine Maple,Acer circinatum,M,SN
6460,"Vanilla leaf, Sweet after death",Achlys triphylla,M,S
6461,Virginia Snakeroot,Aristolochia serpentaria,DM,SN
6462,Virginia thistle,Cirsium virginianum,MWe,N
6463,Virginia Day-Flower,Commelina virginica,DM,SN
6464,"Viper's Bugloss, Common viper's bugloss",Echium vulgare,DM,N
6465,"Variegated Horsetail, Variegated scouringrush, Alaskan scouringrush",Equisetum variegatum,DM,SN
6466,,Hebe salicifolia,M,N
6467,"Virginia Waterleaf, Eastern waterleaf",Hydrophyllum virginianum,M,S
6468,Veined Peppercress,Lepidium rotundum,M,SN
6469,"Vervain mallow, Hollyhock Mallow",Malva alcea,M,SN
6470,Violet Wood Sorrel,Oxalis violacea,DM,SN
6471,"Virginian Stonecrop, Ditch stonecrop",Penthorum sedoides,WeWa,SN
6472,Virginia Ground Cherry,Physalis virginiana,M,SN
6473,Vermont blackberry,Rubus abbrevians,M,SN
6474,"Violet Willow, Daphne willow",Salix daphnoides,MWe,N
6475,"Virginian Skullcap, Blue skullcap",Scutellaria lateriflora,M,N
6476,Violet Tree,Securidaca longipedunculata,M,SN
6477,"Vanilla Plant, Vanillaleaf",Trilisa odoratissima,M,SN
6478,Vavilov's Wheat,Triticum vavilovi,M,N
6479,"Cow Cockle, Cow soapwort",Vaccaria hispanica,M,N
6480,,Vaccinium brittonii,DM,SN
6481,"Swamp Highbush Blueberry, Southern blueberry",Vaccinium formosum,M,SN
6482,"Sourtop Blueberry, Velvetleaf huckleberry",Vaccinium myrtilloides,M,SN
6483,,Vaccinium oldhamii,M,SN
6484,,Vaccinium salicinum,M,SN
6485,,Vaccinium sprengelii,M,SN
6486,"Valerian, Captiate valerian",Valeriana capitata,MWe,N
6487,"Valerian, Garden valerian",Valeriana officinalis,M,N
6488,,Valeriana sambucifolia,M,SN
6489,"Corn Salad, Lewiston cornsalad",Valerianella locusta,DM,N
6490,"Water Celery, American eelgrass",Vallisneria americana,Wa,N
6491,"Vervain, Herb of the cross, Prostrate verbena",Verbena officinalis,M,N
6492,Water Speedwell,Veronica anagallis-aquatica,WeWa,N
6493,,Veronica catenata,WeWa,N
6494,"Vetiveria, Vetivergrass",Vetiveria zizanioides,M,SN
6495,"Withe Rod, Appalachian Tea, Witherod Viburnum, Witherod, Wild Raisin Viburnum",Viburnum cassinoides,M,SN
6496,Viburnum,Viburnum cordifolium,M,SN
6497,,Viburnum cotinifolium,M,SN
6498,,Viburnum cylindricum,M,SN
6499,Viburnum,Viburnum erosum,M,SN
6500,"Culver's root, Fragrant Viburnum",Viburnum farreri,M,SN
6501,"Cranberry bush,",Viburnum grandiflorum,M,SN
6502,,Viburnum mongolicum,M,SN
6503,,Viburnum mullaha,M,SN
6504,"Stagberry, Black Haw, Hybrid blackhaw, Smooth Blackhaw, Blackhaw Viburnum",Viburnum prunifolium,DM,SN
6505,"Southern Black Haw, Rusty blackhaw",Viburnum rufidulum,M,SN
6506,"Viburnum, Sandankwa  Viburnum",Viburnum suspensum,M,SN
6507,,Viburnum veitchii,M,SN
6508,,Vicia amurensis,M,SN
6509,,Vicia japonica,M,SN
6510,,Vicia noeana,M,SN
6511,,Vicia pseudo-orobus,DM,SN
6512,"Winter Tares, Garden vetch,  Subterranean vetch",Vicia sativa,M,SN
6513,Wood vetch,Vicia sylvatica,M,SN
6514,"Smooth Tare, Lentil vetch",Vicia tetrasperma,M,SN
6515,,Vicia tridentata,M,SN
6516,Salad violet,Viola esculenta,M,SN
6517,wonder violet,Viola mirabilis,M,SN
6518,"Sweet Violet, English Violet, Garden Violet, Sweet Violet,  Florist's Violet",Viola odorata,M,SN
6519,China violet,Viola patrinii,M,SN
6520,,Viola prionantha,M,SN
6521,,Viola reichenbachiana,M,SN
6522,"Wooly Blue Violet, Common blue violet",Viola sororia,M,SN
6523,,Viola verecunda,M,SN
6524,Summer Grape,Vitis aestivalis argentifolia,DM,SN
6525,Spanish Grape,Vitis berlandieri,DM,SN
6526,"Sweet Winter Grape, Graybark grape, Florida grape, Heller's grape",Vitis cinerea,DM,SN
6527,Currant Grape,Vitis cinerea floridana,DM,SN
6528,Crimson Glory Vine,Vitis coignetiae,DM,SN
6529,Spiny Vitis,Vitis davidii,DM,SN
6530,,Vitis flexuosa,DM,SN
6531,"Valley Grape, Desert wild grape",Vitis girdiana,DM,SN
6532,,Vitis parvifolia,DM,SN
6533,,Vitis thunbergii,DM,N
6534,"Wiry Wattle, Acacia, Leather Leaf",Acacia coriacea,DM,SN
6535,Wild Spaniard,Aciphylla colensoi,DM,N
6536,Wolfsbane,Aconitum lycoctonum,M,SN
6537,"Wild Monkshood, Southern blue monkshood",Aconitum uncinatum,M,SN
6538,"Wild Leek, Broadleaf wild leek",Allium ampeloprasum,DM,N
6539,Wild Onion,Allium dregeanum,DM,N
6540,Welsh Onion,Allium fistulosum,M,N
6541,"Wood Leek,  Ramp",Allium tricoccum,M,S
6542,Wild Garlic,Allium ursinum,M,FSN
6543,White Alder,Alnus rhombifolia,MWe,SN
6544,"Wind Flower, Wood anemone, Twoleaf anemone, Nightcaps",Anemone quinquefolia,M,FS
6545,"Water Hawthorn, Cape pondweed, Vleikos",Aponogeton distachyos,WeWa,N
6546,"Wild Columbine, Red columbine, Meeting Houses, Common Columbine",Aquilegia canadensis,M,SN
6547,Western Columbine,Aquilegia formosa,M,SN
6548,Wild Sarsaparilla,Aralia nudicaulis,M,FS
6549,White Mugwort,Artemisia lactiflora,M,SN
6550,"White Sage, Louisiana Sage, Prairie Sage, Western Mugwort",Artemisia ludoviciana,DM,SN
6551,"Wild Ginger, British Columbia wildginger",Asarum caudatum,M,FS
6552,Wild Ginger,Asarum sieboldii,M,FS
6553,"Wall Rue, Lance asplenium",Asplenium ruta-muraria,M,S
6554,Wu La Te Huang Qi,Astragalus hoantchy,DM,N
6555,Wheelscale Saltbush,Atriplex elegans,DM,N
6556,Wild Oats,Avena fatua,DM,N
6557,"White False Indigo, False  Indigo",Baptisia pendula,M,N
6558,Wilson barberry,Berberis wilsoniae,DM,SN
6559,"Wild Turnip-Rape, Asian mustard",Brassica tournefortii,M,N
6560,White Bryony,Bryonia alba,M,SN
6561,Water Arum,Calla palustris,WeWa,N
6562,"Welted Thistle, Curly plumeless thistle",Carduus crispus,M,N
6563,"Water sedge, Sitka sedge",Carex aquatilis,MWe,SN
6564,Wyoming Indian Paintbrush,Castilleja linariaefolia,M,SN
6565,"Western Redbud, California Redbud",Cercis occidentalis,DM,SN
6566,Wax Palm,Ceroxylon alpinum,M,SN
6567,Wax Palm,Ceroxylon quindiuense,M,SN
6568,Wax Palm,Ceroxylon utile,M,SN
6569,"White Goosefoot, Pigweed",Chenopodium viride,M,N
6570,"Water Mat, American golden saxifrage",Chrysosplenium americanum,MWe,SN
6571,White Thistle,Cirsium hookerianum,M,N
6572,"Wavy-Leaved Thistle, Tracy's thistle",Cirsium undulatum,DM,N
6573,"White Clematis,  Western white clematis,  California clematis,",Clematis ligusticifolia,M,SN
6574,Wild Melon,Cucumis melo agrestis,M,N
6575,Winter Squash,Cucurbita maxima,M,SN
6576,Winged Pigweed,Cycloloma atriplicifolium,DM,SN
6577,Widewing Springparsley,Cymopterus purpurescens,DM,N
6578,"Wild Carrot, Queen anne's lace, Carrot, Wild Carrot, Queen Anne's Lace",Daucus carota,M,N
6579,Wall Whitlow Grass,Draba muralis,DM,SN
6580,"West Indin Chickweed, Whitesnow",Drymaria cordata,M,N
6581,"Wire Grass, Indian goosegrass, Yard Grass, Goose Grass",Eleusine indica,M,N
6582,"Wood Horsetail, Woodland horsetail",Equisetum sylvaticum,M,S
6583,Weeping Love Grass,Eragrostis curvula,M,N
6584,Winged Buckwheat,Eriogonum alatum,DM,N
6585,Wormseed Mustard,Erysimum cheiranthoides,DM,N
6586,"White Trout-Lily, White fawnlily",Erythronium albidum,M,S
6587,Water Mallee,Eucalyptus dumosa,DMWe,N
6588,Winged Spindle Tree,Euonymus alatus apterus,DM,SN
6589,"Wild Spurge, Flowering spurge",Euphorbia corollata,DM,SN
6590,"Wild Fig, Punjab fig",Ficus palmata,DM,N
6591,"Wild Strawberry, Woodland strawberry, California strawberry",Fragaria vesca,M,SN
6592,White Waxberry,Gaultheria appressa,M,SN
6593,Wooly Geranium,Geranium erianthum,M,SN
6594,"Wood Cranesbill, Woodland geranium",Geranium sylvaticum,M,FSN
6595,"White Avens, Texan avens",Geum canadense,M,SN
6596,"Water Avens, Purple avens",Geum rivale,MWe,SN
6597,Water Locust,Gleditsia aquatica,MWe,N
6598,"Wild Liquorice, Chinese licorice",Glycyrrhiza echinata,M,SN
6599,Willow-Leaved Sea Buckthorn,Hippophae salicifolia,DMWe,N
6600,Water Violet,Hottonia palustris,Wa,N
6601,Western Waterleaf,Hydrophyllum occidentale,M,S
6602,White Henbane,Hyoscyamus albus,DM,N
6603,"Woad, Dyer's woad",Isatis tinctoria,M,SN
6604,"Walnut, English walnut, Persian Walnut,",Juglans regia,M,N
6605,"Western Wild Lettuce, Biannual lettuce",Lactuca ludoviciana,M,SN
6606,Wild Lettuce,Lactuca quercina,M,SN
6607,"Wild Lettuce, Bitter lettuce",Lactuca virosa,M,N
6608,Wild Cumin,Lagoecia cuminoides,M,SN
6609,White Dead Nettle,Lamium album,M,SN
6610,Western Larch,Larix occidentalis,M,N
6611,"Wild Rosemary,  Marsh Labrador tea",Ledum palustre,MWe,FSN
6612,"White Trumpet Lily, Easter lily, Trumpet Lily",Lilium longiflorum,M,SN
6613,Wood Lily,Lilium philadelphicum,M,SN
6614,"Western Gromwell, Western Stoneseed",Lithospermum ruderale,DM,N
6615,"Water Lobelia, Dortmann's cardinalflower",Lobelia dortmanna,MWe,SN
6616,"Water Purslane, Marsh seedbox",Ludwigia palustris,WeWa,N
6617,White Lupin,Lupinus termis,M,N
6618,"Wolfberry, Water jacket",Lycium andersonii,DM,N
6619,"Water Horehound,  American water horehound",Lycopus americanus,MWe,SN
6620,Whorled Yellow Loosestrife,Lysimachia quadrifolia,M,SN
6621,"Water Clover, European waterclover",Marsilea quadrifolia,MWeWa,SN
6622,Whitey Wood,Melicytus ramiflorus,M,N
6623,White Melilot,Melilotus albus,DM,N
6624,Whitestem Blazing Star,Mentzelia albicaulis,DM,N
6625,"Wood Millet, American milletgrass",Milium effusum,DM,FS
6626,Wenge,Millettia laurentii,M,N
6627,"White Basil-Balm, White bergamot",Monarda clinopodia,M,SN
6628,"Wild Bergamot, Mintleaf bergamot, Wild Bee-Balm, Lupine",Monarda fistulosa,DM,N
6629,"Water Blinks, Annual water minerslettuce",Montia fontana,MWeWa,SN
6630,Whorlflower,Morina longifolia,M,SN
6631,"White Mulberry, Common Mulberry,",Morus alba,M,SN
6632,White Mulberry,Morus alba multicaulis,M,SN
6633,"Water Milfoil, Eurasian watermilfoil",Myriophyllum spicatum,Wa,N
6634,"Wild Daffodil, Daffodil",Narcissus pseudonarcissus,M,SN
6635,"Watercress, Onerow yellowcress",Nasturtium microphyllum,WeWa,N
6636,"Wild Tobacco, Aztec tobacco",Nicotiana rustica,M,N
6637,Wild Fennel,Nigella arvensis,DM,N
6638,"Water Dropwort,Water parsely",Oenanthe sarmentosa,MWe,N
6639,Woodcock Orchid,Ophrys scolopax,M,SN
6640,Western Prickly Pear,Opuntia littoralis,D,N
6641,"Woolly Sweet-Cicely, Clayton's sweetroot",Osmorhiza claytonii,M,SN
6642,"Western Sweet-Cicely, Western sweetroot",Osmorhiza occidentalis,M,SN
6643,Wood Sorrel,Oxalis acetosella,M,FSN
6644,Woolly Parosella,Parosella lanata,M,SN
6645,Wild Quinine,Parthenium integrifolium,DM,N
6646,"Wild Date Plum, India Date Palm",Phoenix sylvestris,M,SN
6647,"Weeping Spruce, Brewer spruce",Picea breweriana,M,N
6648,Western White Pine,Pinus monticola,DM,N
6649,Wild Pea,Pisum sativum elatius,M,N
6650,"White Bog-Orchid, Scentbottle, Sierra bog orchid",Platanthera dilatata,We,SN
6651,Willowleaf Podocarp,Podocarpus salignus,M,SN
6652,White Poplar,Populus alba,DM,N
6653,"Wild Cherry, Sweet cherry",Prunus avium,M,SN
6654,Wild Goose Plum,Prunus munsoniana,M,SN
6655,Winged Bean,Psophocarpus tetragonolobus,M,N
6656,Woodland Pinedrops,Pterospora andromedea,M,SN
6657,Waxflower Shinleaf,Pyrola elliptica,M,FSN
6658,"Wintergreen, Snowline wintergreen",Pyrola minor,M,FSN
6659,"Wild Pear, Common pear",Pyrus communis,M,SN
6660,Willow-Leaved Pear,Pyrus salicifolia,DM,SN
6661,"White Oak, Hybrid oak",Quercus alba,DM,SN
6662,Willow Oak,Quercus phellos,M,SN
6663,Wild Radish,Raphanus raphanistrum,M,SN
6664,"Wild Mignonette, Yellow mignonette",Reseda lutea,M,SN
6665,"Weld, Dyer's Rocket",Reseda luteola,M,N
6666,Wax Currant,Ribes cereum,DM,N
6667,"White-Flowered Currant, Trailing black currant",Ribes laxiflorum,M,SN
6668,"Wood Rose, Dwarf rose, Gasquet rose",Rosa gymnocarpa,M,SN
6669,Whitewoolly rose,Rosa tomentosa,M,SN
6670,"Western Wild Rose, Woods' rose, Tehachapi rose",Rosa woodsii,M,SN
6671,Wild Madder,Rubia peregrina,DM,SN
6672,Wild Raspberry,Rubus calycinus,M,SN
6673,"Willow Dock, Toothed willow dock, Lake willow dock, Mexican dock",Rumex salicifolius,M,SN
6674,White Willow,Salix alba,MWe,N
6675,Willow,Salix gilgiana,MWe,N
6676,Woolly Willow,Salix lanata,MWe,N
6677,"White Sage, Compact white sage",Salvia apiana,DM,N
6678,Wrinkle-Leaved Sage,Salvia lanigera,DM,N
6679,White Elderberry,Sambucus gaudichaudiana,M,SN
6680,Wood Sanicle,Sanicula europaea,M,SN
6681,Wood saxifrage,Saxifraga mertensiana,MWe,SN
6682,White Cherry,Schizomeria ovata,M,SN
6683,Water Bulrush,Scirpus subterminalis,MWeWa,SN
6684,"Wild Senna, Maryland senna",Senna marilandica,DM,SN
6685,"Winter cassia, Sticky pod",Senna singueana,M,N
6686,weed silene,Silene conoidea,M,N
6687,"Water Parsnip, Wideleaf waterparsnip",Sium latifolium,WeWa,N
6688,"Wild Potato, Fendler's horsenettle, Texan horsenettle",Solanum fendleri,M,N
6689,"Wild Service Tree, Checkertree",Sorbus torminalis,M,SN
6690,White Prince's Plume,Stanleya albescens,DM,N
6691,Water Soldier,Stratiotes aloides,M,SN
6692,Western Seepweed,Suaeda occidentalis,M,N
6693,Wamara,Swartzia leiocalycina,M,N
6694,Waratah,Telopea speciosissima,M,N
6695,White Tephrosia,Tephrosia candida,M,SN
6696,Water Germander,Teucrium scordium,M,SN
6697,Wood Sage,Teucrium scorodonia,DM,SN
6698,Wild Carrot,Trachymene glaucifolia,M,SN
6699,Water Chestnut,Trapa natans,Wa,N
6700,Whitetip Clover,Trifolium variegatum,M,N
6701,Water Ribbons,Triglochin procera,WeWa,N
6702,"White Trillium, Large Flower Trillium, White Trillium, Large Flower Wakerobin,  Large Flowered  Tril",Trillium grandiflorum,M,FSN
6703,"Wakerobin,  Pacific trillium, Oettinger's trillium, Hibberson's trillium",Trillium ovatum,M,FSN
6704,"Wild Coffee, Feverwort",Triosteum perfoliatum,M,SN
6705,Wild Emmer,Triticum turgidum dicoccoides,M,N
6706,white mistletoe,Tupeia antarctica,M,SN
6707,Winged Elm,Ulmus alata,M,SN
6708,Western Blueberry,Vaccinium occidentale,MWe,SN
6709,western valerian,Valeriana occidentalis,M,N
6710,"White Hellebore, White false hellebore",Veratrum album,M,SN
6711,White Mullein,Verbascum lychnitis,DM,N
6712,"Wooly Mullein, Orange mullein",Verbascum phlomoides,DM,N
6713,White Vervain,Verbena urticifolia,M,N
6714,"Wayfaring Tree, Wayfaring Tree Viburnum",Viburnum lantana,DM,SN
6715,Winter Tares,Vicia sativa leucosperma,M,SN
6716,Wood Violet,Viola riviniana,M,SN
6717,Silky Wisteria,Wisteria venusta,M,N
6718,"Woolly Wyethia, Woolly mule-ears",Wyethia mollis,M,N
6719,Winged Prickly Ash,Zanthoxylum alatum,M,SN
6720,Winged Prickly Ash,Zanthoxylum planispinum,M,SN
6721,"Wild Rice, Annual wildrice",Zizania aquatica,Wa,N
6722,Xing An Sheng Ma,Cimicifuga dahurica,M,S
6723,Xu Duan,Dipsacus japonicus,M,SN
6724,Xiao Ye Qin,Fraxinus bungeana,DM,N
6725,"Xuan Fu Hua, British yellowhead",Inula britannica,MWe,N
6726,Xuan Fu Hua,Inula britannica chinensis,M,SN
6727,"Cocklebur, Rough cocklebur, Canada cocklebur",Xanthium strumarium,DM,N
6728,Yellowroot,Xanthorhiza simplicissima,MWe,FSN
6729,"Yellow Camomile, Golden chamomile,  Dyers' Chamomile, Golden Marguerite",Anthemis tinctoria,DM,N
6730,Yin Chen Hao,Artemisia capillaris,DM,SN
6731,Yatzi,Bomarea acutifolia,M,N
6732,"Yellow Mariposa, Yellow mariposa lily",Calochortus luteus,DM,N
6733,Yunnan Plum Yew,Cephalotaxus lanceolata,M,FSN
6734,Yellow Spined Thistle,Cirsium ochrocentrum,DM,N
6735,Yun Lian,Coptis teeta,M,SN
6736,Yan Hu Suo,Corydalis yanhusuo,M,SN
6737,"Yellow Foxglove, Straw foxglove",Digitalis lutea,DM,SN
6738,Yam,Dioscorea deltoidea,M,SN
6739,"Yellow Gum, White ironbark, White Eucalyptus",Eucalyptus leucoxylon,DMWe,N
6740,Yellow Box,Eucalyptus melliodora,DMWe,N
6741,Yankeeweed,Eupatorium compositifolium,M,SN
6742,"Yaupon Holly,",Ilex vomitoria,M,SN
6743,"Yellow Flag, Paleyellow iris",Iris pseudacorus,MWeWa,SN
6744,"Yellowray Goldfields, Coulter's goldfields",Lasthenia glabrata,M,N
6745,Yellow-Flowered Pea,Lathyrus aphaca,DM,N
6746,"Yellow Toadflax, Butter and eggs",Linaria vulgaris,DM,SN
6747,"Yellow Skunk Cabbage, American skunkcabbage",Lysichiton americanus,WeWa,SN
6748,Yellow Pimpernel,Lysimachia nemorum,MWe,SN
6749,"Yellow Loosestrife, Garden yellow loosestrife",Lysimachia vulgaris,MWeWa,SN
6750,"Yellow Monkey Flower, Seep monkeyflower",Mimulus guttatus,MWeWa,SN
6751,Yellow Fennel Flower,Nigella orientalis,DM,N
6752,Yellow Bee Orchid,Ophrys lutea,M,SN
6753,Yama-Shakuyaku,Paeonia japonica,M,SN
6754,Yellow Penstemon,Penstemon confertus,DM,N
6755,Yellow-Groove Bamboo,Phyllostachys aureosulcata,M,SN
6756,Yellow nightshade groundcherry,Physalis crassifolia,DM,N
6757,Yezo Spruce,Picea jezoensis,M,N
6758,Yuan Zhi,Polygala sibirica,DM,SN
6759,Yuan Zhi,Polygala tenuifolia,M,SN
6760,"Yamazakura, Japanese Flowering Cherry, Oriental  Cherry",Prunus serrulata,M,SN
6761,"Yellow Rattle, Little yellow rattle,  Arctic rattlebox",Rhinanthus minor,M,N
